objid,inventorynr,inventorynr_sorted,originaltitle,title_de,title_en,production_date,in_exhibition,material_de,material_en,measurement_height,measurement_width,measurement_depth,measurement_unit,description_de,description_en,creditline,acquiry_date,exploitation_rights,default_image,tags
7354,G 626/0,G 00626/000,Medea,,,1984,no,Mappe mit 38 Radierungen und einem Doppeltextblatt,Portfolio with 38 etchings and a double sheet of text,47.0,35.0,,cm,,,Schenkung Stiftung Katharine Hilger/donation from the Foundation Katharine Hilger,1985,Leo Zogmayer,https://www.mumok.at/imageobject.php?objid=7354,
7355,P 627/0,P 00627/000,The Tornado of Art. the - double emperor - & - double - raven - ART,,,1977,no,Verglaster Schaukelkasten im Inneren zwei Porzellantassen mit zwei beweglichen Raben,,48.5,38.0,34.0,cm,,,"ehemals Sammlung Hahn/Former Hahn Collection, Köln/Cologne erworben/acquired in",2004,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=7355,"Objekt, Geschichte, Collage, Dada, Neodada, Puppe, Kleidung, Waffen, Gewalt, Krieg, Schmutz, Politik, Kasten, Politik, Abfall, Alltag, Bühne, Konsum, Technik"
7356,B 627/0,B 00627/000,Hans Kuppelwieser,,,1984,no,Öl auf Leinwand,Oil on canvas,180.0,100.0,2.0,cm,,,erworben/acquired in,1984,Josef Kern,https://www.mumok.at/imageobject.php?objid=7356,"Porträt, Östereich, Künstlerporträt, Bildhauer, Malerei"
7357,G 627/0,G 00627/000,Ecce Natura/Ecce Vita,,,1984 - 1985,no,Farbfotografie,Color photograph,50.0,72.0,,cm,,,Schenkung der Künstlerin/donation of the artist,1985,Inge C. Pohl,https://www.mumok.at/imageobject.php?objid=7357,
7358,P 628/0,P 00628/000,Push and Pull. A Furniture Comedy for Hans Hofmann,,,1963,no,"Holzkiste mit 55 Tafeln, teilweise Tusche auf Karton, teilweise unbezeichnet","Wooden box with 55 panels, some ink on card, some untreated",117.0,107.0,146.0,cm,,,"ehemals Sammlung Hahn/Former Hahn Collection, Köln/Cologne erworben/acquired in",2004,,https://www.mumok.at/imageobject.php?objid=7358,"Amerika, Happening, Performance, Installation, Aufführung, Aktion"
7359,B 628/0,B 00628/000,Schüttbild,,,1982,no,Dispersion auf Jute,Dispersion on jute,200.0,420.0,,cm,,,erworben/acquired in,1984,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=7359,"Österreich, Wien, Aktion, Aktionismus, Religion, Messe, Abreaktion, Bild, Malerei, Blut"
7360,G 628/0,G 00628/000,Aus der Serie: Einsehbare Bilder,,From the Series: Einsehbare Bilder,1985,no,"Bleistift, Ölkreide auf Papier","Pencil, wax crayon on paper",42.0,56.0,,cm,,,Schenkung des Künstlers/donation of the artist,1985,Oswald Oberhuber,https://www.mumok.at/imageobject.php?objid=7360,
7361,P 629/0,P 00629/000,Perfume Chess,Parfum-Schach,,1977 - 1978,no,"Holz, Glas, Parfum","Wood, glass, perfume",50.0,10.0,10.0,cm,,,"ehemals Sammlung Hahn/Former Hahn Collection, Köln/Cologne erworben/acquired in",2004,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=7361,"Objekt, Installation, Zeichnung, Mixed Media, Performance, Aktion, Japan, Fluxus, Box, Parfum, Duft, Spiel"
7362,B 629/0,B 00629/000,La regina del regno dei fiori canta: Nicolaa Nicola Nicolaa a a,Die Königin des Königreiches der Blumen singt: Nicolaa Nicola Nicolaa a a,,1983,no,Mischtechnik auf Leinwand,Mixed media on canvas,110.0,150.0,,cm,,,erworben/acquired in,1984,,https://www.mumok.at/imageobject.php?objid=7362,
7364,L 629/0,L 00629/000,Stimmen,,Voices,1985,no,Öl auf Leinwand,Oil on canvas,250.5,201.5,,cm,,,Leihgabe der Artothek des Bundes/On loan from the Artothek des Bundes seit/since,2007,Hubert Scheibl,https://www.mumok.at/imageobject.php?objid=7364,
7365,P 630/0,P 00630/000,"The Open Music Library-Project Unité, Firminy, Recontextualized-A Community Portrait",,,1993 - 2005,no,"Holzregal, 69 Musikkassetten, Kassettenrekorder, 7 Farbfotografien","Wooden shelf,  69 audio tapes, tape recorder, 7 color photographs",134.0,239.5,67.0,cm,,,erworben/acquired in,2005,Clegg & Guttmann,https://www.mumok.at/imageobject.php?objid=7365,
7366,B 630/0,B 00630/000,Quintett,,Quintet,1972,yes,"Frottee, Samt, Leder und diverse Textilien","Frottee, velvet, leather and various textiles",105.0,127.0,1.5,cm,,,erworben/acquired in,1984,,https://www.mumok.at/imageobject.php?objid=7366,
7367,G 630/0,G 00630/000,Luftkampf,,Air Combat,1969,no,"Bleistift, Farbstift, Wachskreide auf Papier","Pencil, crayon, wax crayon on paper",42.0,60.0,,cm,,,erworben/acquired in,1985,Privatstiftung - Künstler aus Gugging,https://www.mumok.at/imageobject.php?objid=7367,
7369,P 631/0,P 00631/000,Case study window 1,,,2004,no,"Installation: 1 Rollfilmkamera, Stativ, 2 Farbfotografien, Diasec","Installation: 1 roll-film camera, tripod, 2 color photopraps, Diasec",41.0,120.0,2.7,cm,"Die Fotos der Serie „Case Study Window” zeigen Landschaftsansichten eines Naturschutzgebietes in den Niederlanden. In Anlehnung an die Architektur der Case Study Houses in Los Angeles konstruierte Mirjam Kuitenbrouwer ein ideelles Fenster aus Messing, das, vor der Kamera angebracht, den Eindruck erweckt, den Blick durch die Fensterfront eines modernistischen Hauses abzubilden. Die Künstlerin spielt so mit Wahrnehmungsmechanismen, den Grenzen zwischen imaginären und realen Innen- oder Außenräumen und dem Verhältnis von Raumblick und Blickraum. Das Fenster als Rahmen des Ausblickes erinnert an die Parallele zwischen BetrachterIn und Kamera, die sich beide durch das Aufnehmen sich unablässig verändernder Aussichten und Einsichten auszeichnen. In der Ausstellungsinstallation kann beim Schauen durch die selbst gebaute Camera obscura das Konstruktionsprinzip der Aufnahmen nachvollzogen werden.","The photographs of the series “Case Study Window” show landscape views of a nature reserve in the Netherlands. Following the model of the architecture of the Case Study Houses in Los Angeles, Mirjam Kuitenbrouwer constructed a brass-framed ideal “window” that, attached to the front of the lenseless camera, gives the impression of looking through the glazed façade of a modernist house. The artist thus plays with mechanisms of perception, the lines separating imaginary and real interior and exterior spaces, and the relationship between spatial vision and viewing space. The window as the frame of the view recalls the parallel between beholder and camera, both marked by the perception of incessantly shifting outlooks and insights. In the exhibition installation, the principle according to which the photographs are constructed can be followed by looking through a camera obscura that the artist herself had built.",erworben mit Unterstützung der Gesellschaft der Freunde der bildenden Künste/acquired with support of the Society of the Friends of Fine Arts Vienna,2005,Mirjam Kuitenbrouwer,https://www.mumok.at/imageobject.php?objid=7369,Fotografie; Model; Kamera; Landschaft; Architektur; Installation; Niederlande
7370,B 631/0,B 00631/000,Nature morte á l'ananas,Stillleben mit Ananas,Still Life with Ananas,1920,no,"Öl, Sand auf Leinwand","Oil, sand on canvas",65.0,81.0,2.0,cm,,,erworben/acquired in,1984,mumok,https://www.mumok.at/imageobject.php?objid=7370,
7371,G 631/0,G 00631/000,Aktionsskizze,Aktionsskizze,Action Sketch,1965 - 1967,no,"Bleistift, Tusche auf Papier","Pencil, india ink on paper",21.0,20.0,,cm,,,erworben/acquired in,1985,Günter Brus,https://www.mumok.at/imageobject.php?objid=7371,"Wiener Aktionismus, Skizze, Plan, Körper, Aktion, Verletzung,"
7375,P 632/0,P 00632/000,Ohne Titel (Werkzeugkiste),,Untitled (Toolbox),2001,no,"Metall, Lack","Metal, lacquer",67.5,120.0,33.6,cm,,,"erworben mit Unterstützung des BKA, Sektion Kunst/acquired with support of BKA, Sektion Kunst",2006,Werner Feiersinger,https://www.mumok.at/imageobject.php?objid=7375,
7376,B 632/0,B 00632/000,Rot auf Weiß,,Red on White,1962,no,"Öl, Lack auf Leinwand","Oil, lacquer on canvas",198.0,413.0,6.5,cm,"„Rot hat mich immer schon fasziniert, es ist die Farbe meines Lebens“, sagt Markus Prachensky. Seine roten Farbflächen und spontanen Setzungen mit breitem Pinsel auf großflächigen Leinwänden sind zu seinem Markenzeichen geworden. Sie stehen für Modernität und Dynamik und symbolisieren die Befreiung der Malerei.„Ich wollte aus dem Raster des Geometrischen, in dem ich gefangen war, unbedingt heraus, wollte ausbrechen“, sagt Prachensky. „Fast ein Jahr lang habe ich nur gezeichnet und dabei versucht, einen Gestus der Hand – man kann sagen: eine Hand-Schrift – zu entwickeln, durch die ich frei werden, Freiheit gewinnen wollte.“Markus Prachensky gehört zusammen mit Wolfgang Hollegha, Josef Mikl und Arnulf Rainer zur Künstlergruppe St. Stephan, die sich 1956 um die gleichnamige, neu gegründete Galerie des Dompredigers Otto Mauer bildet. Prachensky und seine Kollegen stehen mit ihrer expressiven, informellen Malerei für einen künstlerischen Neuanfang, der sich an der internationalen Avantgarde orientiert. Der bereits designierte Direktor Werner Hofmann würdigt 1957, noch vor der Eröffnung des 20er Hauses 1962, die junge Künstlergruppe mit einer großen Schau in der Wiener Secession und stellt sie einer breiten Öffentlichkeit vor.1959 sorgt Prachensky mit seiner öffentlichen Malaktion „Peinture liquide“ im Wiener Theater am Fleischmarkt für große Aufmerksamkeit. Während Schauspieler zu Zwölftonmusik aus Dramoletten rezitieren, gießt der Künstler einige Hundert Liter roter Farbe über drei aufrechte, mehrere Meter hohe Leinwände. Prachenskys rot rinnendes Bühnenbild, so schreibt ein Kritiker, habe das Theaterstück völlig in den Schatten gestellt.","“Red has always fascinated me, it is the color of my life,” Markus Prachensky said. His red color surfaces and spontaneous touches with a wide brush on large canvases are his trademark. It all stands for modernity and dynamism, and is a sign of the liberation of painting. “I wanted at all cost to break out of the geometrical patterns I was caught up in,” Prachensky says. “For almost a whole year I did nothing but draw and I tried to develop a gesture of the hand, a signature that would set me free, give me freedom.” Together with Wolfgang Hollegha, Josef Mikl, and Arnulf Rainer, Markus Prachensky was a member of the St. Stephan artists’ group, founded in 1956 around the new gallery of the same name founded by the cathedral preacher Otto Mauer. Prachensky and his fellow artists stood for a new kind of expressive and informal painting, in line with the international avant-garde. In 1957, Werner Hofmann, at the time director designate of the not yet opened 20er Haus, dedicated a large exhibition at the Vienna Secession to this young artists’ group, presenting them to a broad public.In 1959, Prachensky performed a striking public painting action entitled Peinture liquide at the Vienna Theater am Fleischmarkt. While actors recited mini-dramas to twelve-tone music, Prachensky poured several hundred liters of red paint over three erect canvases over three meters high. Prachensky’s dripping red stage set, one critic wrote, completely outclassed the theater that was taking place at the same time.",erworben/acquired in,1984,Brigitte Prachensky,https://www.mumok.at/imageobject.php?objid=7376,
7377,G 632/0,G 00632/000,Aktionsskizze,Aktionsskizze,Action Sketch,1966,no,"Bleistift, Kugelschreiber auf Papier","Pencil, ball pen on paper",29.0,20.0,,cm,,,erworben/acquired in,1985,Günter Brus,https://www.mumok.at/imageobject.php?objid=7377,"Wiener Aktionismus, Skizze, Plan, Körper, Aktion, Verletzung,"
7378,P 633/0,P 00633/000,Zentrale (Tisch),,,2001,no,"Sperrholz, Aluminium, diverse Materialien","Plywood, aluminum, various materials",75.0,240.0,105.0,cm,,,erworben mit Unterstützung der Gesellschaft der Freunde der bildenden Künste/acquired with support of the Society of the Friends of Fine Arts Vienna,2006,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=7378,
7379,B 633/0,B 00633/000,Gran Buffo,,,1984,no,Öl auf Leinwand,Oil on canvas,180.0,360.0,,cm,,,erworben/acquired in,1984,Elfriede Kippenberger-Kocherscheidt,https://www.mumok.at/imageobject.php?objid=7379,
7382,B 634/0,B 00634/000,La Croce del Veneto,,,1973 - 1974,no,"9 Tafeln: Mischtechnik auf Holz; Entwurfsskizze: Buntstift, Tempera auf Papier","9 plates: mixed media on wood; Sketch: crayon, tempera on paper",130.0,89.9,3.0,cm,,,erworben/acquired in,1984,Günter Brus,https://www.mumok.at/imageobject.php?objid=7382,
7383,G 634/0,G 00634/000,Aktionsskizze,Aktionsskizze,Action Sketch,1966,no,Bleistift auf Papier,Pencil on paper,29.5,20.8,,cm,,,erworben/acquired in,1985,Günter Brus,https://www.mumok.at/imageobject.php?objid=7383,"Wiener Aktionismus, Skizze, Plan, Körper, Aktion, Verletzung, Bewegung, Performance"
7394,P 635/0,P 00635/000,nun bald eben,,,1989,no,"Holz, Karton, Glas","Wood, cardboard, glass",16.5,22.5,4.0,cm,,,erworben/acquired in,2007,Gerhard Rühm,https://www.mumok.at/imageobject.php?objid=7394,"Österreich, Poesie, Lautgedicht, visuelle Posie, Sprache, Schrift, Objekt, Edition"
7395,B 635/0,B 00635/000,Narrative Geometrismen Nr. 49,,,1984,no,Acryl auf Leinwand,Acrylic on canvas,195.0,195.0,,cm,,,erworben/acquired in,1984,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=7395,"Österreich, Malerei, Konstruktivismus, Secession"
7397,P 636/0,P 00636/000,i in the mirror,,,1975,no,"Acrylglas, Holz, Papier, Spiegel","Acrylic glass, wood, paper, mirror",18.8,18.8,18.6,cm,,,erworben/acquired in,2007,Gerhard Rühm,https://www.mumok.at/imageobject.php?objid=7397,"Österreich, Poesie, Lautgedicht, visuelle Posie, Sprache, Schrift"
7398,B 636/0,B 00636/000,Kardinalscollegium,,College of Cardinals,1973,no,Kunstharztempera auf Leinwand,,180.0,240.0,,cm,,,erworben/acquired in,1984,,https://www.mumok.at/imageobject.php?objid=7398,
7399,G 636/0,G 00636/000,Das Viereck im Quadrat,,Rectangle in Square,1978,no,Mappe mit 7 Aquatinta-Radierungen und 1 Textblatt,Portfolio with 7 aquatint etchings and 1 textsheet,,,,,,,erworben/acquired in,1986,,https://www.mumok.at/imageobject.php?objid=7399,
7407,P 637/0,P 00637/000,zu,,closed,1963/1998,no,"Metall, Sperrholz, Glühbirne, Kabel, Batterie","Metal, plywood, light bulb, cable, battery",20.0,20.0,10.2,cm,,,erworben/acquired in,2007,Gerhard Rühm,https://www.mumok.at/imageobject.php?objid=7407,"Österreich, Lautgedicht, visuelle Poesie, Wiener Gruppe, Literatur, Musik,  Poesie, Sprache, Schrift, Plastik, Objekt"
7408,B 637/0,B 00637/000,Zwischentraum,,,1984,no,Acryl auf Leinwand,Acrylic on canvas,150.0,200.0,,cm,,,erworben/acquired in,1984,Leo Zogmayer,https://www.mumok.at/imageobject.php?objid=7408,
7409,G 637/0,G 00637/000,Ohne Titel,Ohne Titel,Untitled,1930,no,Mischtechnik auf Papier,Mixed media on paper,34.0,21.0,,cm,,,erworben/acquired in,1986,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=7409,
7410,P 638/0,P 00638/000,parallel light,,,2006,no,"Edelstahl, Glühlampe, Spiegel","Stainless Steel, bulb, mirror",50.0,50.0,50.0,cm,,,erworben/acquired in,2007,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=7410,
7411,B 638/0,B 00638/000,Pfingstselbstporträt,,Pentecost Self-Portrait,1969,no,Öl auf Leinwand,Oil on canvas,117.0,147.0,4.0,cm,"„Pfingstselbstporträt“ nennt Maria Lassnig die Darstellung ihres eigenen Körpers, den sie erfühlt und von außen wie von innen beobachtet. Ihre momentanen und erinnerten Körperempfindungen verbindet sie mit figurativen Bildvokabeln und gefühlten Farben. So sieht und malt sich die Künstlerin kniend auf der Leinwand. Sie sieht und malt ihre aufgestützte Hand mit der Uhr und das gebeugte Knie. Ihren Körper spürt und malt sie als violette Formation. 1969 entstanden markiert das Bild einen wesentlichen Schritt Lassnigs auf dem Weg zu einer Malerei des Körpergefühls, bei der die Künstlerin die Vermittlungsmöglichkeiten der subjektiven Gefühlswelt erkundet. Bezogen auf ihre „Körpergefühlsbilder“ schreibt Lassnig 1970: „als ich in meiner malerei müde wurde, die natur analysierend darzustellen, suchte ich nach einer realität, die mehr in meinem besitz wäre als die außenwelt und fand als solche das von mir bewohnte körpergehäuse, [...], ich hatte ihrer nur gewahr zu werden, um ihren abdruck in fixen schwerpunkten auf die bildebene projizieren zu können.  [...] ich zeichne oder male ein bild in einer bestimmten körperlage: zum beispiel sitzend, aufgestützt auf einen arm, fühlt man das schulterblatt, vom arm selbst nur den oberen teil, die handteller, wie die stützen eines invalidenstocks. Ich fühle die druckstellen des gesäßes auf dem diwan, den bauch, weil er gefüllt ist wie ein sack, der kopf ist eingesunken in den pappkarton der schulterblätter [...].“","Maria Lassnig called the depiction of her own body “Pfingstselbstporträt [Pentecost Self-Portrait]” which she felt and observed from within and without. She links her present and remembered physical feelings with a figurative pictorial vocabulary and felt colours. The artist looks and feels like this when she kneels on the canvas and paints. She sees and paints both the hand with the watch that she leans on, and the bent knee. She felt and painted her body as a violet formation.Painted in 1969, the picture marks an important step in Lassnig’s path to body-awareness painting in which the artist explores the possibilities of communicating her subjective world of feeling. Writing of her “body-awareness pictures” in 1970, Lassnig notes: “when I got tired of depicting analyses of nature in my paintings I began to look for another reality that was more in my possession than the exterior world. I found it in the physical shell I inhabit [...], I only had to become aware of it, in order to be able to project an impression of it in fixed areas on the pictorial level. [...] I draw or paint a picture with my body in a particular position. For example, sitting propped up on one arm. One feels the shoulder blade, but only the upper part of the arm itself, the palm of the hand is like the support on an invalid’s walking stick. I feel the pressure points of my posterior on the divan, the stomach, because it is filled up like a sack, the head has sunk into the cardboard box of the shoulder blades [...].”",erworben/acquired in,1985,Maria Lassnig Stiftung,https://www.mumok.at/imageobject.php?objid=7411,Zeichnung; Malerei; Österreich; Nachkriegszeit; Körper; Body Art; Gefühl; Ausdruck; Empfindung; Porträt;
